RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
128,Sierra Leone,M,Education,Higher,... if she argues with him,01/01/2013,12.2,10373
128,Sierra Leone,M,Education,No education,... if she argues with him,01/01/2013,27.9,10374
128,Sierra Leone,M,Education,Primary,... if she argues with him,01/01/2013,24.8,10375
128,Sierra Leone,M,Education,Secondary,... if she argues with him,01/01/2013,22.4,10376
58,Sierra Leone,M,Education,Higher,... if she burns the food,01/01/2013,4.8,10377
58,Sierra Leone,M,Education,No education,... if she burns the food,01/01/2013,5,10378
58,Sierra Leone,M,Education,Primary,... if she burns the food,01/01/2013,5.2,10379
58,Sierra Leone,M,Education,Secondary,... if she burns the food,01/01/2013,4.6,10380
198,Sierra Leone,M,Education,Higher,... if she goes out without telling him,01/01/2013,9.2,10381
198,Sierra Leone,M,Education,No education,... if she goes out without telling him,01/01/2013,23.7,10382
198,Sierra Leone,M,Education,Primary,... if she goes out without telling him,01/01/2013,20.8,10383
198,Sierra Leone,M,Education,Secondary,... if she goes out without telling him,01/01/2013,17.2,10384
268,Sierra Leone,M,Education,Higher,... if she neglects the children,01/01/2013,10.9,10385
268,Sierra Leone,M,Education,No education,... if she neglects the children,01/01/2013,26.9,10386
268,Sierra Leone,M,Education,Primary,... if she neglects the children,01/01/2013,20.2,10387
268,Sierra Leone,M,Education,Secondary,... if she neglects the children,01/01/2013,20.1,10388
338,Sierra Leone,M,Education,Higher,... if she refuses to have sex with him,01/01/2013,4.7,10389
338,Sierra Leone,M,Education,No education,... if she refuses to have sex with him,01/01/2013,11.8,10390
338,Sierra Leone,M,Education,Primary,... if she refuses to have sex with him,01/01/2013,10,10391
338,Sierra Leone,M,Education,Secondary,... if she refuses to have sex with him,01/01/2013,8,10392
408,Sierra Leone,M,Employment,Employed for cash,... for at least one specific reason,01/01/2013,34.7,10393
408,Sierra Leone,M,Employment,Employed for kind,... for at least one specific reason,01/01/2013,37.5,10394
408,Sierra Leone,M,Employment,Unemployed,... for at least one specific reason,01/01/2013,27.2,10395
128,Sierra Leone,M,Employment,Employed for cash,... if she argues with him,01/01/2013,24.6,10396
128,Sierra Leone,M,Employment,Employed for kind,... if she argues with him,01/01/2013,27.3,10397
128,Sierra Leone,M,Employment,Unemployed,... if she argues with him,01/01/2013,18.4,10398
58,Sierra Leone,M,Employment,Employed for cash,... if she burns the food,01/01/2013,5.6,10399
58,Sierra Leone,M,Employment,Employed for kind,... if she burns the food,01/01/2013,3.6,10400
58,Sierra Leone,M,Employment,Unemployed,... if she burns the food,01/01/2013,5,10401
198,Sierra Leone,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2013,21.3,10402
198,Sierra Leone,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2013,20.7,10403
198,Sierra Leone,M,Employment,Unemployed,... if she goes out without telling him,01/01/2013,14.3,10404
268,Sierra Leone,M,Employment,Employed for cash,... if she neglects the children,01/01/2013,25.3,10405
268,Sierra Leone,M,Employment,Employed for kind,... if she neglects the children,01/01/2013,21.8,10406
268,Sierra Leone,M,Employment,Unemployed,... if she neglects the children,01/01/2013,15.9,10407
338,Sierra Leone,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2013,10.3,10408
338,Sierra Leone,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2013,10.1,10409
338,Sierra Leone,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2013,7,10410
408,Sierra Leone,M,Marital status,Married or living together,... for at least one specific reason,01/01/2013,34.6,10411
408,Sierra Leone,M,Marital status,Never married,... for at least one specific reason,01/01/2013,33.4,10412
408,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2013,38,10413
128,Sierra Leone,M,Marital status,Married or living together,... if she argues with him,01/01/2013,24.6,10414
128,Sierra Leone,M,Marital status,Never married,... if she argues with him,01/01/2013,23.7,10415
128,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2013,28.2,10416
58,Sierra Leone,M,Marital status,Married or living together,... if she burns the food,01/01/2013,4.5,10417
58,Sierra Leone,M,Marital status,Never married,... if she burns the food,01/01/2013,5.5,10418
58,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2013,2.3,10419
198,Sierra Leone,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2013,20.6,10420
198,Sierra Leone,M,Marital status,Never married,... if she goes out without telling him,01/01/2013,18.5,10421
198,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2013,23.4,10422
268,Sierra Leone,M,Marital status,Married or living together,... if she neglects the children,01/01/2013,23.6,10423
268,Sierra Leone,M,Marital status,Never married,... if she neglects the children,01/01/2013,20.4,10424
268,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2013,26.2,10425
338,Sierra Leone,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2013,10,10426
338,Sierra Leone,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2013,9.2,10427
338,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2013,7.9,10428
408,Sierra Leone,M,Residence,Rural,... for at least one specific reason,01/01/2013,37.7,10429
408,Sierra Leone,M,Residence,Urban,... for at least one specific reason,01/01/2013,28.5,10430
128,Sierra Leone,M,Residence,Rural,... if she argues with him,01/01/2013,26.9,10431
128,Sierra Leone,M,Residence,Urban,... if she argues with him,01/01/2013,20,10432
58,Sierra Leone,M,Residence,Rural,... if she burns the food,01/01/2013,4.5,10433
58,Sierra Leone,M,Residence,Urban,... if she burns the food,01/01/2013,5.3,10434
198,Sierra Leone,M,Residence,Rural,... if she goes out without telling him,01/01/2013,23,10435
198,Sierra Leone,M,Residence,Urban,... if she goes out without telling him,01/01/2013,14.5,10436
268,Sierra Leone,M,Residence,Rural,... if she neglects the children,01/01/2013,25.8,10437
268,Sierra Leone,M,Residence,Urban,... if she neglects the children,01/01/2013,16.6,10438
338,Sierra Leone,M,Residence,Rural,... if she refuses to have sex with him,01/01/2013,11.1,10439
338,Sierra Leone,M,Residence,Urban,... if she refuses to have sex with him,01/01/2013,7.1,10440
409,South Africa,F,Age,15-24,... for at least one specific reason,01/01/2016,6.4,10441
409,South Africa,F,Age,25-34,... for at least one specific reason,01/01/2016,5.1,10442
409,South Africa,F,Age,35-49,... for at least one specific reason,01/01/2016,5.1,10443
129,South Africa,F,Age,15-24,... if she argues with him,01/01/2016,2.7,10444
129,South Africa,F,Age,25-34,... if she argues with him,01/01/2016,2.1,10445
129,South Africa,F,Age,35-49,... if she argues with him,01/01/2016,1.9,10446
59,South Africa,F,Age,15-24,... if she burns the food,01/01/2016,1.2,10447
59,South Africa,F,Age,25-34,... if she burns the food,01/01/2016,1,10448
59,South Africa,F,Age,35-49,... if she burns the food,01/01/2016,0.7,10449
199,South Africa,F,Age,15-24,... if she goes out without telling him,01/01/2016,2.2,10450
199,South Africa,F,Age,25-34,... if she goes out without telling him,01/01/2016,2.1,10451
199,South Africa,F,Age,35-49,... if she goes out without telling him,01/01/2016,2,10452
269,South Africa,F,Age,15-24,... if she neglects the children,01/01/2016,4.7,10453
269,South Africa,F,Age,25-34,... if she neglects the children,01/01/2016,3.4,10454
269,South Africa,F,Age,35-49,... if she neglects the children,01/01/2016,3.4,10455
339,South Africa,F,Age,15-24,... if she refuses to have sex with him,01/01/2016,1,10456
339,South Africa,F,Age,25-34,... if she refuses to have sex with him,01/01/2016,0.8,10457
339,South Africa,F,Age,35-49,... if she refuses to have sex with him,01/01/2016,1.1,10458
409,South Africa,F,Education,Higher,... for at least one specific reason,01/01/2016,1.1,10459
409,South Africa,F,Education,No education,... for at least one specific reason,01/01/2016,6.8,10460
409,South Africa,F,Education,Primary,... for at least one specific reason,01/01/2016,9.9,10461
409,South Africa,F,Education,Secondary,... for at least one specific reason,01/01/2016,5.6,10462
129,South Africa,F,Education,Higher,... if she argues with him,01/01/2016,0.5,10463
129,South Africa,F,Education,No education,... if she argues with him,01/01/2016,2.9,10464
129,South Africa,F,Education,Primary,... if she argues with him,01/01/2016,4.2,10465
129,South Africa,F,Education,Secondary,... if she argues with him,01/01/2016,2.2,10466
59,South Africa,F,Education,Higher,... if she burns the food,01/01/2016,0.2,10467
59,South Africa,F,Education,No education,... if she burns the food,01/01/2016,1.6,10468
59,South Africa,F,Education,Primary,... if she burns the food,01/01/2016,2.4,10469
59,South Africa,F,Education,Secondary,... if she burns the food,01/01/2016,0.9,10470
199,South Africa,F,Education,Higher,... if she goes out without telling him,01/01/2016,0.3,10471
199,South Africa,F,Education,No education,... if she goes out without telling him,01/01/2016,2.2,10472
199,South Africa,F,Education,Primary,... if she goes out without telling him,01/01/2016,4.8,10473
199,South Africa,F,Education,Secondary,... if she goes out without telling him,01/01/2016,2.1,10474
269,South Africa,F,Education,Higher,... if she neglects the children,01/01/2016,0.6,10475
269,South Africa,F,Education,No education,... if she neglects the children,01/01/2016,2.8,10476
269,South Africa,F,Education,Primary,... if she neglects the children,01/01/2016,6.9,10477
269,South Africa,F,Education,Secondary,... if she neglects the children,01/01/2016,4,10478
339,South Africa,F,Education,Higher,... if she refuses to have sex with him,01/01/2016,0.1,10479
339,South Africa,F,Education,No education,... if she refuses to have sex with him,01/01/2016,2.2,10480
339,South Africa,F,Education,Primary,... if she refuses to have sex with him,01/01/2016,1.9,10481
339,South Africa,F,Education,Secondary,... if she refuses to have sex with him,01/01/2016,1,10482
409,South Africa,F,Employment,Employed for cash,... for at least one specific reason,01/01/2016,5,10483
409,South Africa,F,Employment,Employed for kind,... for at least one specific reason,01/01/2016,8.8,10484
409,South Africa,F,Employment,Unemployed,... for at least one specific reason,01/01/2016,5.8,10485
129,South Africa,F,Employment,Employed for cash,... if she argues with him,01/01/2016,1.9,10486
129,South Africa,F,Employment,Employed for kind,... if she argues with him,01/01/2016,2.1,10487
129,South Africa,F,Employment,Unemployed,... if she argues with him,01/01/2016,2.4,10488
59,South Africa,F,Employment,Employed for cash,... if she burns the food,01/01/2016,0.6,10489
59,South Africa,F,Employment,Employed for kind,... if she burns the food,01/01/2016,1.1,10490
59,South Africa,F,Employment,Unemployed,... if she burns the food,01/01/2016,1.2,10491
199,South Africa,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2016,2.1,10492
199,South Africa,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2016,2.7,10493
199,South Africa,F,Employment,Unemployed,... if she goes out without telling him,01/01/2016,2.1,10494
269,South Africa,F,Employment,Employed for cash,... if she neglects the children,01/01/2016,3.1,10495
269,South Africa,F,Employment,Employed for kind,... if she neglects the children,01/01/2016,8.6,10496
269,South Africa,F,Employment,Unemployed,... if she neglects the children,01/01/2016,4.2,10497
339,South Africa,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2016,0.8,10498
339,South Africa,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2016,0.7,10499
339,South Africa,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2016,1.1,10500
409,South Africa,F,Marital status,Married or living together,... for at least one specific reason,01/01/2016,5.2,10501
409,South Africa,F,Marital status,Never married,... for at least one specific reason,01/01/2016,5.6,10502
409,South Africa,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2016,6.8,10503
129,South Africa,F,Marital status,Married or living together,... if she argues with him,01/01/2016,2,10504
129,South Africa,F,Marital status,Never married,... if she argues with him,01/01/2016,2.2,10505
129,South Africa,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2016,3.1,10506
59,South Africa,F,Marital status,Married or living together,... if she burns the food,01/01/2016,0.9,10507
59,South Africa,F,Marital status,Never married,... if she burns the food,01/01/2016,1,10508
59,South Africa,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2016,0.9,10509
199,South Africa,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2016,2.4,10510
199,South Africa,F,Marital status,Never married,... if she goes out without telling him,01/01/2016,1.8,10511
199,South Africa,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2016,2.8,10512
269,South Africa,F,Marital status,Married or living together,... if she neglects the children,01/01/2016,3.3,10513
269,South Africa,F,Marital status,Never married,... if she neglects the children,01/01/2016,4,10514
269,South Africa,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2016,5.7,10515
339,South Africa,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2016,1,10516
